text,entity,sentiment,konu,severity,bilet,musteri_hizmetleri,odeme,uygulama,passolig,passolig kart,diger,aksiyon,label
passo uygulamasi uzerinden mac bileti icin odeme yaparken hata olustu yazinca denedim iki denemede banka kartimdan para cikisi gerceklestigi gorunmekte ancak tarafima aldigim biletler aktarilmamis uygulamamda gorunmemektedir gereginin kisa surede yapilmasini talep ediyorum,passo,olumsuz,odeme,2,0,0,1,1,0,0,0,1,19
passolig internet sitesi uzerinden kredi karti basvurusu yaptim basvuru kabul edilmedi ucret iadesi yapilmasi icin verilen numaranin aranmasi istendi aradim musteri temsilcisi tam dakika ugrasti sonra dalga gecer dedi nkolay hesabi olusturmaniz gerekiyor sonra tekrar arayin dedi,passolig,olumsuz,odeme,2,0,1,1,1,1,0,1,1,115
passo lig den besiktas vs genclerbirligi kocaeli stadyumu nda oynanacak temmuz tarihli hazirlik maci icin bilet alirken islem hatasi dedi biletler hesabima gelmedi ben tekrardan denedim ikisinde odemeyi cekmis benden biletler hã¢lã¢ yok,passo,olumsuz,odeme,1,1,0,1,1,0,0,0,1,34
merhabalar agustos tarihinde oynanilacak olan bjk gs maci icin yasindaki yegenimi maca goturmek istiyorum fakat yasindaki cocuk icin passolig bilet basvurusu nasil yapilacagi ilgili hicbir yerde bilgi bulamadim bildigim kadariyla tff nin yas alti cocuklar icin ucretsiz giris hak,passolig,notr,genel,0,1,0,0,0,1,0,0,0,11
passolig kart basvurusu yapip ucretini yatirmama ragmen passolig ekraninda dijital kart aktivasyonu icin sozlesme bekleniyor yazisi var ayi gecmek uzere hã¢lã¢ bir gelisme yok benden sonra basvuru yapanlara hemen islemleri yapilmis sanirim teknik bir aksaklik olmus lutfen yardimci olun,passolig; passolig kart,olumsuz,uyelik,2,0,1,0,1,1,1,0,1,90
passolig kartima internet uzerinden tarihinde tl para yatirdim fakat para passolig hesabima gecmedi bilet alma gunu yaklastigi icin defalarca gorustugum passolig musteri hizmetleri basvuru yapmami beklememi istedi sistem uzerinden yaptigim odemenin dekontunu gondermeme ragmen,passolig kart; passolig,olumsuz,odeme,2,0,0,1,1,1,1,0,1,94
sayin yetkili passolig basvurusu yaptim basvuru ucretini odedim ucret kredi kartimdan zaten tahsil edildi dun basvurular sayfasinda basvurumun onaylandigi sadece kontrol asamasinda oldugu bilgisi yer aliyordu ancak bugun basvurum aktif degil basvurular sayfasinda basvurumu bulami,passolig,olumsuz,genel,1,0,1,1,1,1,0,0,1,84
passolig banka karti aldim kart hesaba tanimlandi simdi maca gir kismina tikliyorum bilgilerimi giriyorum maca gir kismi aktif olmuyor bugun aktif olmasi gerekli yardim icin passo hattini ariyorum asla birine ulasmak mumkun degil hicbir sekilde yardimci olunmuyor,passo; passolig,olumsuz,cagri merkezi yetkinlik,2,0,1,0,1,1,0,0,1,48
passo ligi uye olmak istiyorum uye olmak icin telefon numarami guncellemem lazim gundur bir telefon numarasi guncellenmiyor iletisim formunu denedim olmadi nfc ozelligi olan telefonlari denedim olmadi kimligim yeni herhangi bir sikintisi yok kimlikte isi gucu birakip ugrastim olmadi,passo,olumsuz,uyelik,0,0,0,0,1,0,0,0,1,4
passo uygulamasindan fenerbahce kombinesi icin odeme yaptim islem banka sifresi sonrasi hata dedi hata verdigi icin denedim kombinem hesabima tanimlanmamasina ragmen bankadan para cekilmis islem provizyon olmadigi icin direkt gerceklesmis gozuktugu icin banka mudahale edemiyor pas,passo,olumsuz,odeme,2,0,0,1,1,0,0,0,1,19
passolig kartima temmuz tarihinde kredi karti adet tl yukledim halkbank kredi kartindan para cekildigi halde passolig karta tutar yuklenmedi halkbank gorustugumde islemlerin basarili sekilde gerceklestigi bilgisi verildi provizyon numaralari saat saat,passolig; passo,olumsuz,odeme,2,0,0,1,1,1,0,0,1,54
tam saat once dun gece kredi kartimdan besiktas passolig kartima para yatirdim uzerinden saat gecmesine ragmen para passolig kartima dusmedi ilk once bankayla ilgili bir sorun olarak dusundum bankayi aradim eft oldugu icin mesai saatleri icerisinde hesabiniza gecis olacak dendi,passolig kart,olumsuz,odeme,2,0,0,1,1,1,1,0,1,94
passolig kart basvurusu yaptim hala bilgileriniz kontrol ediliyor diyor konsere super kupa macina gidecektim bugunku etkinlikleri kacirdim bilgilerimizin dogrulanmasi kadar surede gerceklesiyor biraz gecikirse super kupa macini kacirmaktan korkuyorum,passolig kart,olumsuz,uyelik,1,0,0,0,0,1,1,0,1,26
besiktas passolig kartima bilet alabilmek icin tl yukledim passo internet sayfasindan dakikalar gecmesine ragmen kartimdaki bakiye hala ayni duruyor paramin iadesi sistemde gorunmesini talep ediyorum sorunumun cozulmesini talep ediyorum,passolig kart,olumsuz,odeme,1,0,0,1,0,1,1,0,1,57
passolig durduk yerde hesabimi kilitlemis alti ustu bir passolig hesabi icin onlarca arama yapmis olmama ragmen hala cozume ulasilamadi oglum yas esimin hesabi aktif onlarin kombinesi tanimlandi bugun son gun yeter artik dememe ragmen tanimlanmis kombinemi girip alamiyorum cunku pas,passolig,olumsuz,uyelik,2,0,0,0,1,1,0,0,1,23
para hesabimdan gidiyor passo uygulamasinda gorunmuyor musteri hizmetleri iletisim numaranizi aradigimda passo uygulamasina gelen bildirim uzerinden onaylayin sekmesine tikladigimda herhangi bir sayfa gelmiyor sadece uygulama anasayfasi geliyor suna harcadigim zaman yasadigim,passo,olumsuz,odeme,2,0,1,1,1,0,0,0,1,44
passo uygulamasindan besiktas kombinesi icin odeme yaptim kombine tanimlamasi gerceklesmedi gun boyunca surekli arayip aciliyet belirtmeme ragmen ilgilenilmedi su an kombinem ucretle donus olmadi konuyla ilgili olarak firma kesinlikle destek olmadi,passo,olumsuz,odeme,2,1,1,1,1,0,0,0,1,64
passolig kartima bankamatik kartim bakiye yukledim saatlerdir hala bakiyem gorunmuyor musteri hizmetlerini ariyorum passo uygulamasina bildirim gelecek diyor gelmiyor bir iade var hesaba gecen bir sey acil sekilde bakiyemin passolig kartima aktarilmasini istiyorum,passolig kart; passo,olumsuz,odeme,1,0,0,1,1,1,1,0,1,94
bugun passolig banka kartima bana ait kredi kartimdan tl para yuklemesi yaptim ucret kredi kartimdan cekildi passolig in yonlendirdigi sayfada onaylandi olarak gozuktu para yukleme benim kartimda gozukmuyor kredi kartimdan passolig tarafindan cekilen paranin passolig kartima bir,passolig,olumsuz,odeme,2,0,0,1,0,1,0,0,1,20
passolig kullanici kilitli hatasini aylardir aliyorum turlu seyi denedim boyle oldugunu anlamiyorum butun bilgilerim dogru musteri hizmetlerini ariyorum onlar bir sikinti goremiyoruz diyor hata hala devam ediyor gun sonra maca girecegim lutfen yardimci olun,passolig,olumsuz,uyelik,1,0,0,0,0,1,0,0,1,5
passolig bjk passolig kartima tarihinde passo sitesi uzerinden yukleme yaptim fakat bugun olmasina ragmen halen hesabima yansimadi gun ariyorum bir cozum uretemiyorlar dekontu istediler tarihinde dekontu gonderdim gun sonra mac bileti satisa sunulacak,passolig; passolig kart; passo,olumsuz,odeme,2,1,1,1,1,1,1,0,1,120
passolig karti cikarttim kere adresime gelmedi ayni anda esimde basvurdu onunki coktan geldi aradim tekrar talepte bulundum adresimi tekrardan aldilar aradan hafta gecti hã¢lã¢ bilgi mesaji dahi gelmedi surekli passolig musteri hizmetlerini aramaktan biktim artik senedir ugrasiyorum bun,passolig kart,olumsuz,diger,1,0,1,0,0,1,1,1,1,93
passolig uygulamasina tarihinde saatinde ziraat bankasi hesabimdan passolig kartima tl para yuklemesi gerceklestirdim fakat su an yukledigim para hã¢lã¢ passolig kartima yansimadi bir an once sorunun cozulmesini talep ediyorum,passolig kart; passolig,olumsuz,odeme,1,0,0,1,0,1,1,0,1,57
passolig uzerinden tl yatirim yaptim uzerinden bir gun gecmesine ragmen hala hesabima dusmedi iademi alamadim on odemeli kartima yukledigim para banka hesabimdan cikmasina ragmen passolig kartima hala yansimamis olup iadem saglanmamistir yardimci olursaniz sevinirim,passolig,olumsuz,odeme,1,0,0,1,0,1,0,0,1,20
passolig kart basvurusu yaptim lira odedim hala odenmedi yaziyor bunun dekontunu musteri hizmetlerine gonderdim hicbir sekilde donus saglanmadi param gitti lutfen yardimci olun musteri hizmetlerini aradim sikayet kismina yazarak dekont gondererek talep olusturun denildi,passolig kart,olumsuz,odeme,2,0,1,1,0,1,1,0,1,87
passolig sisteminde kayitli telefon numarami degistirdim yeni numarami sisteme kayit ettirebilmek icin eski hatta sms istiyor kombine alacagim islem yapamiyorum eski hatta ulasimim olsa hat degistireyim sacma bir islem sekli musteri hizmetlerini ara cozum yok mobil uygulamadan coz,passolig; passo,olumsuz,uyelik,2,1,0,0,1,1,0,0,1,38
passo eski telefon numaram kayitli oldugu icin sisteme giris yapamiyorum haliyle numarami guncelleyemiyorum sms alamiyorum sms alamayinca sisteme giremiyorum sifremi unuttum deyince mail geliyor degistirmeye calistigimda onay icin sms olarak gelen kodu istiyor gelmedigi icin sifre,passo,olumsuz,uyelik,2,0,0,0,1,0,0,0,1,4
iki hafta once passolig com tr den kendime aileme passolig karti basvurusunda bulundum esimin cocuklarimin kartlarina fb lug mac bileti eklendi ben alman vatandasi oldugum icin kartimi stadyum gisesinden ibraz etmem gerekli bugun fb stadyumundaki gise calisani dijital kartimi gordugunu,passolig; passolig kart,olumsuz,cagri merkezi yetkinlik,1,0,1,0,0,1,1,0,1,51
passolig icin kartima cuma gunu gonderdigim para hala gecmedi aradigimda seferinde farkli yanitlar aliyorum birisinde gelen para yok birinde bin ustu oldugu icin geri iadesi olur saat icerisinde son aldigim cevap farkli bir karta para yatirilmis israrci olunca evet sizin ik,passolig kart,olumsuz,odeme,2,0,1,1,0,1,1,0,1,87
almanya dan telefonumdan yeni passolig hesabi acmak istedim yeni uye olmak istiyorum saatlerce seyi kusursuz doldurmama ragmen basvuru isleminizde bir hata olustu lutfen sonra tekrar deneyiniz surekli bildirim geliyor cogu denedigim halde surekli ayni bildiri isin,passolig,olumsuz,uygulama,2,0,0,0,1,1,0,0,1,23
passolig galatasaray kartim kuryede olmasina ragmen teslim edilmiyor kurye dagitici sirket hakkinda bilgi alabiliyorum iletisim numarasini aradigimda tekrar basa atiyor kesinlikle karsimda bir yetkili bulamiyorum tarafima kartimin ivedi bir sekilde iletilmesini istiyorum zorunlu kilinmi,passolig,olumsuz,diger,1,0,1,0,0,1,1,1,1,93
passolig icin basvurumu yaptim kartimi olusturdum adresim dogru sirf emin olmak adina tum gun kargo bekledim fakat adrese hicbir sekilde gelinmemesine ragmen adrese ulasilamadi minvalinde bir sms geliyor iki sefer oldu hafif tabirle isbilmezliktir kuryeye ulasabilecegim yahut kargomu,passolig,olumsuz,diger,1,0,0,0,0,1,1,1,1,63
dun passo uygulamasindan satin aldigim odemesini yaptigim kombinem gereksizce iptal edildi para iadesi yapildi bunu iki kere ust uste yasadim ikisinde farkli blok farkli sira numarasi farkli koltuk numarasi verildi ikisi iptal edildi mail attim geri donulmedi musteri hizmetl,passo,olumsuz,iptal,2,1,1,0,1,0,0,0,1,30
passolig kartim haftalardir kargoya verildi kurye bir turlu adrese teslim etmedi kargoyu evde olmama ragmen adresinizde size ulasilamamasi nedeniyle teslim edilememistir mesaj atiyorlar iki seferdir bir an once sorunun cozulmesini istiyorum,passolig kart,olumsuz,diger,1,0,0,0,0,1,1,1,1,63
passolig kartima passolig com tr sitesi uzerinden para yukleme islemi gerceklestirdim fakat para banka hesabimdan cikmasina ragmen passolig kartima yansimadi passolig hizmetlerini aradigimda sikayet icin link attilar atilan linke girip parami geri almak icin talep olusturdum henuz geri donus,passolig; passolig kart,olumsuz,odeme,2,0,0,1,1,1,1,0,1,94
ben boyle bir sacmalik gormedim dun tl yukleme yaptim passolig hesabima te hã¢lã¢ hesabima yansimadi bakiye aktarimini yapmak kadar mi zor bilet alacagiz bakiyemiz hã¢lã¢ dusmedi acilen yardimci olun sacmaligi duzeltin hesabima iadesini yapin,passolig,olumsuz,odeme,2,0,0,1,1,1,0,0,1,54
passolig para attim aktarilmadi bankayi aradim bizden para cikti diyor passolig te bir muhatap bulamiyorum bilet alacagim lutfen iletisime gecin para zaman hesabima gecer hesabima gecmesi icin yapmam lazim iptal edebiliyor muyum,passolig,olumsuz,odeme,2,0,1,1,1,1,0,0,1,84
mayis tarihinde basvurdugum passolig besiktas kartim ay gecmesine uzerine hala tarafima ulasmadi aradigimda istedigim sonuca ulasamiyorum aydir herhangi bir bilgilendirme mesaji dahi tarafima iletilmedi kisa surede tarafima donus yapilmasini istiyorum,passolig,olumsuz,diger,1,0,0,0,0,1,1,1,1,63
passolig sanal uyelik kartimin evraklari subat tarihinden yana elime ulasmadi passolig butun islemler kadar sorunlu anlamakta gucluk cekiyorum sanal kartinin evraklari ulasmadigi icin sisteme para yukleyemiyorum musteri temsilcisi eft gonderin hesaba gecmeyebilir diyor utanma,passolig,olumsuz,diger,1,0,1,1,0,1,1,1,1,117
merhabalar passolig den fotograf uygun olmadigina dair uyeligim silinmis ucreti iade edilmemis fakat bana fotograf degistirmeye dair bir sms bir mail gelmedi hakla silip yetmezmis bir ucretini kesebiliyorsunuz turlu bizler magdur ediliyoruz tarafima acil donus bekliy,passolig,olumsuz,uyelik,2,0,1,1,1,1,0,0,1,84
passolig karti basvurusu yapamiyorum sitede uygulamada durmadan hata veriyor hicbir sekilde basvuru sekmesine giris yapamiyorum durmadan geriye atiyor aramama ragmen sorunum duzelmedi birden farkli telefondan denememe ragmen bir turlu basvuru yapamiyorum,passolig kart,olumsuz,uygulama,2,0,0,0,1,1,1,0,1,60
passolig basvurusu yapiyorum kartin fiziki olarak gelmesini kurye bedeli odemesini istemiyorum konuda nasil bir islem yapilabilir acil bir donus yapilmasini rica ediyorum surekli olarak kurye bedelini odemek zorunda birakildigimi dusunuyorum on odemeli kart seciyorum ayni sekilde,passolig,notr,diger,0,0,0,0,0,1,1,1,0,63
passolig uygulamasindan rezerve olan kombine biletimi satin alamiyorum kimlik tanimlama sorunu yasiyorum kombine odemelerinin son gunu yaklasiyor satin alamama durumunda magduriyetin nasil giderilecegi tam bir merak konusu acil bir geri donuse ihtiyacim var sorunun cozulmesini istiyorum,passolig,olumsuz,uyelik,2,1,0,0,1,1,0,0,1,38
passolig kartimin bagli oldugu passo hesabina email aktivasyonu gerektigi icin giris yapamiyorum kayitli mail adresimin sifresini unuttugum icin aktif edemiyorum ayni kimlik numarasiyla yeni kart alamadigim icin sorun yasiyorum hesabima ulasmak icin yardim talep ediyorum,passolig; passolig kart; passo,olumsuz,uyelik,2,0,0,0,1,1,1,0,1,60
passo lig actim fakat kart teslim edilemedi kac aydir gelmedi dagitima cikmis farkli sehre adrese gitmis adres yetersizligi nedeniyle teslim edilemedi istanbul yasiyorum bundan dolayi kartimi hala teslim alamadim yeni kart siparis etmek istedigimde onceden siparis ettiniz diyor bana kart,passolig kart; passo,olumsuz,diger,1,0,0,0,0,1,1,1,1,63
merhaba passolig hesabima kredi kartindan para aktardim ancak passolig yuklenmedi musteri hizmetlerini aradim iletisim merkezine mail atmam gerektigini soylediler hic yardimci olmadilar durumdan sikayetciyim banka hesabimdan para cikmis gozukmektedir konu hakkinda acilen cozulmesini talep,passolig,olumsuz,odeme,2,0,1,1,1,1,1,0,1,114
sezon ilk futbola hic ilgim olmamasina ragmen cocuklarim ailemle antalya spor dan kombine bilet almaya karar verdik bunun icin passolig olmasi gerektigini bilerek kisi adina passolig karti olusturduk ben esim icin kisi basi tl cocuklar icin kisi basi tl ucret odedik simd,passolig,olumsuz,diger,1,1,0,0,0,1,0,1,1,42
passolig kartini basta bilgim olmadigi icin logosuz olarak cikarttim hic memnun degilim logosuz karttan acilen fenerbahce logolu olmasini istiyorum kadar baktiysam ugrastiysam yapamadim lutfen yardimci olur musunuz acilen logolu karta ihtiyacim var,passolig kart,olumsuz,diger,1,1,0,0,0,1,1,1,1,83
passo lig actim fakat kart gonderilmesi gerekirken kac aydir su yazi kaldi dijital kart aktivasyonu icin sozlesme bekleniyor bundan dolayi kartimi hala teslim alamadim bana kart hafta icinde lazim fakat gec yolluyorsunuz sorunu cozebilir misiniz,passolig,olumsuz,diger,1,0,0,0,0,1,1,1,1,63
passolig kart basvurusunu yaptigimda benim numaram oldugu halde farkli numara kayitli diyor bunu duzeltebilir misiniz hatay spor maclarina gitmek istiyorum bunu duzeltebilir misiniz yardimci olabilir misiniz konuda aynisini yasiyorum yardimci olun,passolig kart,olumsuz,uyelik,2,0,0,0,0,1,1,0,1,26
passolig uygulamasi kendi kendine cikis yapmis bilgilerimi giriyorum kayit bulunamadi diyor sifreyi baska bir postaya yolluyor posta mevcut degil musteri iletisim merkezini ariyorum surekli basarisiz oldu diyor iletisim kuramiyorum ustune passolig kartimi yeniden siparis ettim kac,passolig; passolig kart,olumsuz,uyelik,2,0,0,0,1,1,1,0,1,60
passolig kartim tarafima teslim edilmedi aydir evde olmadigim belirtilmis klasik ptt kotu kargosu saka misiniz derhal parasini verdigim kartimi istiyorum gereginin yapilmasini rica ediyorum aksi takdirde gerekli mercilere sikayet edecegim,passolig kart,olumsuz,diger,2,0,0,0,0,1,1,1,1,63
banka hesabindan passolig attigim para passolig hesap bakiyesinde gozukmuyor yetkililerle konustugumuzda acil iletiyorum diyorlar gundur hala geri donus yasanmadi benim parayi bugun passolig kartima gecirip kombine almam gerekiyor acil cozum gerekiyor,passolig; passolig kart,olumsuz,odeme,2,1,1,1,1,1,1,0,1,120
passo uygulamasindan passolig kart basvurusunda bulundum degerli musterimiz passolig debit plus sanal kartiniz olusturulmustur adresinize fiziki bir kart gonderilmeyecek olup passo mobil uygulamasindan sanal kartinizi goruntuleyebilirsiniz adresinize gonderilen kart sozlesmenizi imzalayarak ka,passolig kart; passo,notr,diger,0,0,0,0,1,1,1,0,0,60
passo eski telefon numaram kayitli oldugu icin sisteme giris yapamiyorum haliyle numarami guncelleyemiyorum sms alamiyorum sms alamayinca sisteme giremiyorum sifremi unuttum deyince mail geliyor degistirmeye calistigimda onay icin sms olarak gelen kodu istiyor gelmedigi icin sifre,passo,olumsuz,uyelik,2,0,0,0,1,0,0,0,1,4
passolig kartimla internet alisverisi yaptim odeme hesabimdan dusmus fakat sebebini bilmedikleri aciklayamadiklari bir red olayi gerceklesmis ilk yasadigim bir problem degil odeme karsi tarafa gecmedigi siparisimi iptal ettiler sebebini sordugumda aldigim cevap bilmiyoruz size il,passolig,olumsuz,odeme,2,0,0,0,1,1,0,0,1,23
passolig telefon numarasi guncelleme telefon numarami degistirdim sistemde kayitli telefon numarami guncellemek icin aradigimda tek kullanimlik sifre yolluyor fakat numaraya erisimim artik yok yeni uyelik olusturmama izin vermiyor nasil cozebilirim anlamadim,passolig,olumsuz,uyelik,2,0,0,0,1,1,0,0,1,23
gecen hafta kizim icin passolig kart basvurusu yaptim cumartesi gunu mesaj geldi saat adresimizde olmadigimiz icin kartin teslim edilemedigi yazildi oysa sabahtan beri evdeydik hic cikmamistik sonra kargo hareketlerini gormek icin linke tikladim sok yasadim cunku linkte,passolig kart,olumsuz,diger,1,0,0,0,0,1,1,1,1,63
eylul babam kendime passolig karti aldim benimki ulasti babamin karti firar yaklasik sene olacak musteri hizmetlerini dan fazla aradik defalarca mail atildi kart ortalarda yok bir aradigimiz musteri temsilcisi bize karta gerek yok telefonla giris yapabilirsiniz,passolig kart,olumsuz,diger,1,0,1,0,0,1,1,1,1,93
passolig kartim tarafima ulasmadi tarihinde basimda olan kartim tarihi itibariyle tarafima ulasmamistir kimi kime sikayet edecegiz fikra bir ulkeyiz senesi dolunca surpriz yapar yollarlar tum surecte bulunan passolig ekibine tum sikayetlerimi iletiyorum,passolig kart,olumsuz,diger,2,0,0,0,0,1,0,1,1,27
passolig on odemeli kartima bin tl para transferi gerceklestirdim fakat hesabima yansimadi musteri hizmetlerini aradigimda maksimum bin tl yatirabilecegim soylendi bununla ilgili para yatirirken herhangi bir uyarida bulunmuyordu neyse iade talebinde bulundum aciliyet belirttim fakat,passolig,olumsuz,odeme,2,0,1,1,1,1,0,0,1,84
tarihinde passo uzerinden bodrumspor kombinesi satin aldim mobil uygulamada resimde gorulecegi uzere saha tarafinda sira numarasi den basliyordu bende arka olsun numarali siradan satin aldim ancak bugun web sitesi uzerinden baktigimda saha kenarinin den basladigini gordum,passo,olumsuz,genel,0,1,0,0,1,0,0,0,0,10
kendime besiktas yasindaki oglumada goztepe passolig basvurusu yaptim okudugum bazi yorumlarda cocuklarla alakali tribunlerde sikintilar gordum sorum su ben oglum mac bileti alip besiktas goztepe macina girerken goztepe passolig olan oglum benimle birlikte besiktas tribununde oturab,passolig,notr,genel,0,1,0,0,0,1,0,0,0,11
sayin passolig yetkilileri saat gecmesine odemeyi yapmis olmama ragmen hã¢lã¢ onaylanmadi agustosta oynanacak olan super kupa macina gitmek istiyorum fakat boyle devam ederse yetismeyecek umarim kisa surede sorunum cozume kavusur cunku maca gitmek istiyorum geregini arz ederim,passolig,olumsuz,odeme,1,1,0,1,0,1,0,0,1,35
passolig ariyorum numara degistirmek kolay bir guncellemeyi dahi yapamayacak kadar basit bir sirket galiba musteri hizmetlerini ariyorum bana nkolay dijital bankaciliktan yapin diyor alaka diyorum passolig icin aradim diyorum aciklama yapamiyor kadar kotusunuz,passolig,olumsuz,cagri merkezi yetkinlik,2,0,1,0,0,1,0,0,1,16
selamlar eski numaram iptal oldugu icin numarami guncellemek istiyorum nasil yapabilirim yardimci olursaniz sevinirim passolig hicbir islem yapamiyorum numaram eski oldugu icin yeni numarami guncellemek istiyorum lutfen yardimci olursaniz sevinirim maca gitmek istiyorum,passolig,olumsuz,uyelik,1,0,0,0,0,1,0,0,1,5
fenerbahce passolig kartimi iptal ettirmeme ragmen haftalardir sistemden dusmesiyle ugrasiyorum musteri hizmetlerini defalarca aramama ragmen bir cozum uretemediler konu alakali kimse duzgun sekilde yardimci olamiyor sistemsel sorunlar ilgili link gonderildi oradan defalarca talep olus,passolig kart,olumsuz,iptal,2,0,1,0,1,1,1,0,1,90
passolig karti almak istiyorum ancak fiziki olarak teslim edilmesine gerek duymuyorum site uzerinden kurye teslim edilmesini istemiyorum secenegini secmek zorunda kaliyorum kurye icin odeme yapma zorunda kalmanin biraz zorlama oldugu kanaatindeyim,passolig kart,olumsuz,diger,0,0,0,0,0,1,1,1,0,63
passolig gun once basvurdum sonra sms bir mesaj geldi kullandigim fotografin uygun olmadigina dair bende sms yazan linke tikladim fakat hicbir sekme acilmadi sonra passo web sitesine girdim fakat maalesef fotograf yenileyemiyorum yardimci olursaniz sevinirim,passolig,notr,uygulama,0,0,0,0,1,1,0,0,0,23
passolig den besiktas kombinesi almak istiyorum blok secimi koltuk secimi yapip odeme adamini bile yapmama ragmen koltuk once satilmistir uyarisi veriyor madem once satildi nasil sepetime ekleyebiliyorum satilmadiysa satin almama izin vermiyorsunuz magduriyetimizin giderilmesini,passolig,olumsuz,genel,2,1,1,1,1,1,0,0,1,99
passolig posta guncellemesi yaparken gmail gonderilen posta bir turlu gelmiyor passolig kartina giris yaptigimda hata olusuyor karti bagla yeni kart basvurusu istiyor temsilci posta guncellemesi islemini yaptiktan sonra onay postasini bir turlu alamiyoruz bunu bir turlu coz,passolig; passolig kart,olumsuz,uyelik,2,0,0,0,1,1,1,0,1,60
passolig hesabima giris yapamiyorum posta dogrulamasi gerekmektedir seklimde uyari veriyor sifremi unuttum deyince postama sifirlama maili gelmesine ragmen yeni sifre olusturduktan sonra tekrar ayni hatayi veriyor lutfen sorunumun cozulmesi icin kisa zamanda yardimci olun,passolig,olumsuz,uygulama,2,0,0,0,1,1,0,0,1,23
fenerbahce sezonu kombinesi icin tarihine kadar transfer edilebilecek kisi ekleme duzenleme hakki vardi ancak passolig sisteminde secenek calismiyor fenerbahce sezonu kombinesi icin tarihine kadar transfer edilebilecek kisi ekleme duzenleme sisteminin duze,passolig,olumsuz,transfer,2,1,0,0,1,1,0,0,1,38
gun once passolig kombine icin para attim cuzdana yansimadi parami goremiyorum hicbir sekilde hesaba dusen bir sey olmadi yardimci olursaniz sevinirim surekli kac gundur ariyorum ilgilenen olmuyor telefonda geri suratima kapaniyor telefon,passolig,olumsuz,odeme,1,0,0,1,1,1,0,0,1,54
passolig kartima kredi kartimdan para yukledim buna ragmen para hala yatmadi bankami aradim para cikisi oldugunu soylediler passo yu aradigimda sikayet icin link attilar dekontu atmami istediler atmama ragmen geri donus yapilmadi bir bankadan baska bir karta para aktarilirken kadar,passolig kart,olumsuz,odeme,2,0,0,1,1,1,1,0,1,94
passolig kredi kartina basvurdum kart basvurumun durumunu ogrenmek icin musteri hizmetlerini ariyorum asla ulasamiyorum bir mail bir mesaj geldi bana ona gore kombine alacagim beklettiginiz icin alamiyorum musteri hizmetlerinin acilen bana ulasmasini talep ediyorum,passolig,olumsuz,cagri merkezi yetkinlik,2,0,1,0,0,1,0,0,1,16
telefon numarami guncellemek istiyorum passolig musteri hizmetlerini aradigimda eski numarama sms dogrulama kodu gonderiyor artik ben numarayi kullanmiyorum cozum yolu bulamadim numarami guncellemek istiyorum acil bir sekilde yardimci olur musunuz,passolig,olumsuz,uyelik,2,0,1,0,0,1,0,0,1,16
fb kombine rezervasyonum var ancak oncelikli satis bilgisi dogrulanamadi hatasi aldigim icin satin alamiyorum kulup taraftar kart yetkilisi gorustum bir sorun olmadigini belirttiler passolig yetkilisi gorustum bana hatanin ekran resmini iceren form doldurttular yaklasik saat hen,passolig,olumsuz,genel,2,1,0,0,0,1,0,1,1,42
fenerbahce sezonu kombinesi icin tarihine kadar transfer edilebilecek kisi ekleme duzenleme hakki vardi ancak passolig sisteminde secenek calismiyor fenerbahce sezonu kombinesi icin tarihine kadar transfer edilebilecek kisi ekleme duzenleme sisteminin duze,passolig,olumsuz,genel,2,1,0,0,0,1,0,0,1,11
passolig kredi kartina te basvuru yaptim kredi karti onaylanmadi benim kredi kartindan kurus cekildi para geri iade yapilmadi gun oldu musteri temsilcisi is gunu para iadesi yapilir dedi sonra gun gecti tekrar musteri hizmetlerini aradim neymis kredi kartini,passolig,olumsuz,odeme,2,0,1,1,0,1,0,0,1,45
passolig karti aldim fakat bana hala kargo takip numarasi kartin olusturuldugunun haberinin bildirimi herhangi bir haber gelmedi odemeyi yaptim takip numarasi falan gelmedi zaman gelecek bakamiyorum kargo takip numarasi verirseniz sevinirim,passolig kart,olumsuz,diger,1,0,1,0,0,1,1,1,1,93
passolig uyeligimi yaptim mailime dogrulama gelmedi yuzden uygulamaya giremiyorum mailinizi dogrulayin uyari aliyorum sorunu nasil cozebilirim bana yardimci olur musunuz hicbir sekilde giremiyorum sifre girdigimde yine mail adresi dogrulamasi geliyor,passolig,olumsuz,uyelik,2,0,0,0,1,1,0,0,1,23
sayin passolig yetkilisi once bilgilendirdiginiz uzere transfer hakki konusunda kombinelerim menusu altinda sezon boyunca transfer edilebilecek kisi kimlik bilgileri secenegi onceki gun gozukmesine ragmen gozukmuyor konuyla alakali olarak ilgi destek bekliyorum,passolig,olumsuz,transfer,1,1,1,0,0,1,0,0,1,31
passolig kartim henuz teslim edilmedi haftalar oldu basvurum onaylanali fakat surekli evde olmadigima dair sms geldi kargo tarafindan fakat evdeydim kurye bilgileri olmadigi icin arayamadim tam olarak zaman gelir kart merak ediyorum lutfen cevap verin,passolig kart,olumsuz,diger,1,0,0,0,0,1,1,1,1,63
passolig uygulamasindan passolig basvurusu yaptim ancak aktivasyon maili bir turlu gelmiyor baska mail adresi denedim olmuyor musteri hizmetleri sadece baska mail adresi kullanin diyor baska bir sey demiyor kombine basvurusu yapacagim yapamiyorum guncel uygulama oldugunu belirtmek isterim,passolig,olumsuz,uyelik,2,0,1,0,1,1,0,0,1,48
