text,entity,sentiment,konu,severity,bilet,musteri_hizmetleri,odeme,uygulama,passolig,passolig kart,diger,aksiyon,label,clean_text
merhaba passolig telefon numarami guncelleyemiyorum kullanimi iptal olan eski numarama kod gidiyor yeni numarami ekleyemiyorum musteri hizmetlerinde musteri temsilcisine baglanmak icin bile eski numaraya kod gidiyor islem yapamiyorum acil yardim bekliyorum,passolig,olumsuz,uyelik,2,0,0,0,1,1,1,0,1,60,merhaba passolig telefon numarami guncelleyemiyorum kullanimi iptal eski numarama kod gidiyor yeni numarami ekleyemiyorum musteri hizmetlerinde musteri temsilcisine baglanmak icin eski numaraya kod gidiyor islem yapamiyorum acil yardim bekliyorum
bugun passolig kartim elime ulasti teslim aldim bilgileri dogru bir sekilde girdim bana geri mesaj atarak sisteminizde kayitli cep telefonu numaranizda sim karti operator degisikligi tespit ettiklerini soylediler musteri hizmetlerini aradim asistan size soru hakki tanimiyor,passo; passolig; passolig kart,olumsuz,odeme,2,0,0,1,1,1,1,0,1,94,bugun passolig kartim elime ulasti teslim aldim bilgileri dogru sekilde girdim geri mesaj atarak sisteminizde kayitli cep telefonu numaranizda sim karti operator degisikligi tespit ettiklerini soylediler musteri hizmetlerini aradim asistan soru hakki tanimiyor
merhaba passolig telefon numarami guncelleyemiyorum kullanimi iptal olan eski numarama kod gidiyor yeni numarami ekleyemiyorum musteri hizmetlerinde musteri temsilcisine baglanmak icin bile eski numaraya kod gidiyor islem yapamiyorum acil yardim bekliyorum,passolig kart,olumsuz,iade,2,0,0,1,0,1,1,0,1,57,merhaba passolig telefon numarami guncelleyemiyorum kullanimi iptal eski numarama kod gidiyor yeni numarami ekleyemiyorum musteri hizmetlerinde musteri temsilcisine baglanmak icin eski numaraya kod gidiyor islem yapamiyorum acil yardim bekliyorum
passolig basvurusu yaptim kartim temmuz dan beri kargoda dagitima cikti diyor pesine adreste yok diyorlar is yerim oldugu icin adreste olmama sansimiz yok eger kurye geldiyse arayabilir ikinci dagitima cikartacaklarini soylediler ay oldu hala kargoda,passolig kart,olumsuz,diger,1,0,0,0,0,0,1,1,1,28,passolig basvurusu yaptim kartim temmuz kargoda dagitima cikti diyor pesine adreste yok diyorlar is yerim oldugu icin adreste olmama sansimiz yok eger kurye geldiyse arayabilir ikinci dagitima cikartacaklarini soylediler kargoda
telefon numaram degisti passolig giris yapamiyorum musteri hizmetlerine baglaniyorum eski numaraya dogrulama kodu gonderiyorlar ben kodu alamiyorum cunku numarayi kullanamiyorum bugun kulubumun maci var acil sekilde numarami guncellemek istiyorum cok magdur durumdayim,passolig,olumsuz,uyelik,2,0,0,0,1,1,1,0,1,60,telefon numaram degisti passolig giris yapamiyorum musteri hizmetlerine baglaniyorum eski numaraya dogrulama kodu gonderiyorlar kodu alamiyorum cunku numarayi kullanamiyorum bugun kulubumun maci acil sekilde numarami guncellemek istiyorum cok magdur durumdayim
merhaba passolig karti cikarttim odemesini gerceklestirdim ancak kullandiginiz fotograf uygun degildir passolig com tr ye giris yaparak yeniden fotograf yukleyiniz mesaji geldi fakat ben nasil baska bir fotograf yukleyecegimi bilmiyorum sitede fotograf yukleme bolumunu bulamiyorum yardimc,passolig; passolig kart,olumsuz,uygulama,2,0,0,0,1,1,1,0,1,60,merhaba passolig karti cikarttim odemesini gerceklestirdim kullandiginiz fotograf uygun degildir passolig giris yaparak fotograf yukleyiniz mesaji geldi nasil baska fotograf yukleyecegimi bilmiyorum sitede fotograf yukleme bolumunu bulamiyorum yardimc
passolig kartimdan parayi geri cekemiyorum atm lerden cekemiyorum alisveriste kullanamiyorum islemin iptalini yapin iade edin diyorum onu yapmiyorsunuz musteri hizmetlerinden sadece bilet mac icin kullanabilirsiniz bilgisi veriliyor bana ait olan paraya ambargo uyguluyorsunuz sikayetciyi,passolig kart,olumsuz,iade,2,0,0,1,0,1,1,0,1,57,passolig kartimdan parayi geri cekemiyorum atm lerden cekemiyorum alisveriste kullanamiyorum islemin iptalini yapin iade edin diyorum yapmiyorsunuz musteri hizmetlerinden bilet mac icin kullanabilirsiniz bilgisi veriliyor paraya ambargo uyguluyorsunuz sikayetciyi
passolig hesabimi yildir kullanmiyordum simdi uzun yil once kullandigim numaramin ustune kayitli oldugu icin sifremi yenileyemiyorum sizlere mail uzerinden kimlik bilgilerimi gonderdim hala donus yapmadiniz lutfen kisa surede bana donus yaparsaniz sevinirim telefon numaram su anki,passolig,olumsuz,uyelik,2,0,0,0,1,1,0,0,1,23,passolig hesabimi yildir kullanmiyordum simdi uzun once kullandigim numaramin ustune kayitli oldugu icin sifremi yenileyemiyorum sizlere mail uzerinden kimlik bilgilerimi gonderdim donus yapmadiniz lutfen kisa surede donus yaparsaniz sevinirim telefon numaram su anki
merhabalar passolig kartimin basvurusu onaylandi sorunsuz bir sekilde fotografimi yukledim odemesini yaptim ancak odeme yapildiktan sonra fotografiniz uygun degildir gun icinde degistirilmezse basvurunuz iptal olacaktir mesaj geldi fotografin nereden degistirilebilecegi gozukmuyor,passolig kart,olumsuz,uygulama,1,0,0,0,1,0,1,0,1,24,merhabalar passolig kartimin basvurusu onaylandi sorunsuz sekilde fotografimi yukledim odemesini yaptim odeme yapildiktan fotografiniz uygun degildir gun icinde degistirilmezse basvurunuz iptal olacaktir mesaj geldi fotografin degistirilebilecegi gozukmuyor
passolig karti almak istiyorum ancak cep telefonu numaramla ilgili yasadigim sorun nedeniyle uyelik islemlerimi tamamlayamiyorum sistemin verdigi uyari hata girmis oldugunuz cep telefonu sistemde kayitli cep telefonunuzdan farklidir lutfen kontrol edip yeniden deneyiniz konuyla ilgili bilg,passolig kart,olumsuz,uyelik,1,0,0,0,1,1,1,0,1,60,passolig karti almak istiyorum cep telefonu numaramla yasadigim sorun uyelik islemlerimi tamamlayamiyorum sistemin verdigi uyari hata girmis oldugunuz cep telefonu sistemde kayitli cep telefonunuzdan farklidir lutfen kontrol edip deneyiniz konuyla bilg
merhaba passolig kart basvurusu yapiyorum butun girisleri dogru ilerliyorum son kart tipi seciminde bir sorun yasiyorum passolig odeme kismi gozukmuyor lutfen kisa zamanda yardimci olursaniz cok sevinirim iyi gunler dilerim kolay gelsin,passolig kart; passolig,olumsuz,genel,2,1,0,0,1,1,0,0,1,38,merhaba passolig kart basvurusu yapiyorum butun girisleri dogru ilerliyorum son kart tipi seciminde sorun yasiyorum passolig odeme kismi gozukmuyor lutfen kisa zamanda yardimci olursaniz cok sevinirim gunler dilerim kolay gelsin
passolig isimli sozde karti babam icin lira karsiliginda faturama ekleyerek odemek suretiyle satin aldim fotografi dahil onayladi uyelik kaydi yapti lira kurye ucreti almasina ragmen herhangi bir kargo gelmedi kart gelmedi uzerine bana mesaj attilar fotografiniz uygun degildir,passolig kart,olumsuz,diger,1,0,0,0,0,1,1,1,1,63,passolig isimli sozde karti babam icin karsiliginda faturama ekleyerek odemek suretiyle satin aldim fotografi onayladi uyelik kaydi yapti kurye ucreti almasina ragmen kargo gelmedi kart gelmedi uzerine mesaj attilar fotografiniz uygun degildir
passolig kart cikaramiyorum uygulama web sitesinden denedim olmuyor nufus cuzdani seri numarasi yanlis hatasi veriyor lutfen tarafima geri donus yapar misiniz passo lig karti cikartmak kadar zor anlamis degilim musteri hizmetlerine baglanmak sorunu cozmelerini beklemek zaten imka,passo; passolig kart,olumsuz,genel,2,0,1,0,1,1,1,0,1,90,passolig kart cikaramiyorum uygulama web sitesinden denedim olmuyor nufus cuzdani seri numarasi yanlis hatasi veriyor lutfen tarafima geri donus yapar misiniz passo lig karti cikartmak zor anlamis degilim musteri hizmetlerine baglanmak sorunu cozmelerini beklemek imka
passolig kart basvurusunda bulundum tl lik ucretimizi odedik fakat passo uygulamasinda kartimizi goruntuleyemedik musteri hizmetleri operator degisikligi nedeniyle hattimiza bloke kondugunu soyledi buna bagli olarak tarafima gonderdikleri formu istedikleri doldurup gonderdim yine olmad,passolig kart; passo,olumsuz,uyelik,2,0,1,0,1,1,1,0,1,90,passolig kart basvurusunda bulundum ucretimizi odedik passo uygulamasinda kartimizi goruntuleyemedik musteri hizmetleri operator degisikligi hattimiza bloke kondugunu soyledi bagli tarafima gonderdikleri formu istedikleri doldurup gonderdim olmad
konyaspor maclarini izlemek icin passolig uzerinden kombine bilet aldim sahayi yakindan izlemek icin kale arkasi guney alt blok sira numarali koltuk aldim bunu secerken gorseldeki oturma planindan faydalandim gelin gorun son galatasaray macinda yazik onumdeki korkuluk,passolig,olumsuz,diger,0,1,0,0,0,0,0,1,0,13,konyaspor maclarini izlemek icin passolig uzerinden kombine bilet aldim sahayi yakindan izlemek icin kale arkasi guney alt blok sira numarali koltuk aldim secerken gorseldeki oturma planindan faydalandim gelin gorun son galatasaray macinda yazik onumdeki korkuluk
telefon numaram degisti passolig numarami degistirmek istiyorum eski numaram kayitli oldugu icin sms alamiyorum asla giris yapamiyorum yardim edin yeni numarami bir sekilde kayit ettirmem gerekiyor kac gundur ugrasiyorum surekli sms eski numarama geliyor eski hattim yok artik maca gidece,passolig,olumsuz,uyelik,2,0,0,0,1,1,0,0,1,23,telefon numaram degisti passolig numarami degistirmek istiyorum eski numaram kayitli oldugu icin sms alamiyorum giris yapamiyorum yardim edin yeni numarami sekilde kayit ettirmem gerekiyor kac gundur ugrasiyorum surekli sms eski numarama geliyor eski hattim yok artik maca gidece
passolig kayitliyim kartim var eski numaram kayitli eski numarami uygulamadan guncelleyemiyorum musteri hizmetlerini aradigimda telesekreter cikiyor yine guncelleyemiyorum nedenle bilet alamiyorum sorunumun hemen cozulmesini istiyorum,passolig,olumsuz,uyelik,1,0,1,0,1,1,0,0,1,48,passolig kayitliyim kartim eski numaram kayitli eski numarami uygulamadan guncelleyemiyorum musteri hizmetlerini aradigimda telesekreter cikiyor guncelleyemiyorum bilet alamiyorum sorunumun hemen cozulmesini istiyorum
telefon numaram degisti passolig giris yapamiyorum musteri hizmetlerine baglaniyorum eski numaraya dogrulama kodu gonderiyorlar ben kodu alamiyorum cunku numarayi kullanamiyorum bugun kulubumun maci var acil sekilde numarami guncellemek istiyorum cok magdur durumdayim,passolig,olumsuz,uyelik,1,0,1,0,1,1,0,0,1,48,telefon numaram degisti passolig giris yapamiyorum musteri hizmetlerine baglaniyorum eski numaraya dogrulama kodu gonderiyorlar kodu alamiyorum cunku numarayi kullanamiyorum bugun kulubumun maci acil sekilde numarami guncellemek istiyorum cok magdur durumdayim
passolig den on odemeli kartimi yenilerken api amount tutar hatasi seklinde gonderiniz seklinde bir hatayla karsilasiyorum once karsilasmadim bir hata yaptiysam olmadi kisa surede cozulmesini lutfen rica ederim ilk karsilasiyorum duzelmesini istiyorum,passolig,olumsuz,odeme,2,0,0,1,1,1,0,0,1,54,passolig odemeli kartimi yenilerken api amount tutar hatasi seklinde gonderiniz seklinde hatayla karsilasiyorum once karsilasmadim hata yaptiysam olmadi kisa surede cozulmesini lutfen rica ederim karsilasiyorum duzelmesini istiyorum
passolig kartima kredi karti para yuklemek icin baska bir banka kredi karti kullandim kartimdan ucret cekilmesine ragmen passolig kartima para yuklenmedi cagri merkezi kesinlikle yardimci olmak yerine kartima havale tekrar para yuklememi tavsiye etti sonuc olarak kartimdan cekilen para pa,passolig kart,olumsuz,odeme,2,0,0,1,1,1,1,0,1,94,passolig kartima kredi karti para yuklemek icin baska banka kredi karti kullandim kartimdan ucret cekilmesine ragmen passolig kartima para yuklenmedi cagri merkezi kesinlikle yardimci kartima havale tekrar para yuklememi tavsiye sonuc kartimdan cekilen para pa
passolig kartima baskasi adina bilet tanimlama yaptim ancak ona ozel bir qr kodu paylasilmadi biletleri goruntule dedigimde sadece benim resmim cikiyor merak ettigim sey benim onun stad girisini ayni qr kod mi yapacagiz ayrica giris kapilarimiz ayri,passolig kart,notr,diger,0,1,0,0,1,1,1,0,0,80,passolig kartima baskasi adina bilet tanimlama yaptim ozel qr kodu paylasilmadi biletleri goruntule dedigimde resmim cikiyor merak ettigim sey stad girisini ayni qr kod yapacagiz ayrica giris kapilarimiz ayri
adana demirspor passolig kartim var adanademirspor kombinem var stadyuma kadar gittim uygulamadan qr kod giris yapamiyorum karti bagla diyor uygun kartiniz bulunmamaktadir diyor yaptiysam care bulamadim lutfen yardimci olur musunuz,passolig kart,olumsuz,uygulama,2,0,0,0,1,1,1,0,1,60,adana demirspor passolig kartim adanademirspor kombinem stadyuma gittim uygulamadan qr kod giris yapamiyorum karti bagla diyor uygun kartiniz bulunmamaktadir diyor yaptiysam care bulamadim lutfen yardimci musunuz
arka arkaya sms sifresi geldi passolig uyeligim olmadigi halde konuyla ilgili ulasabilecegim bir numara bulunmamakta adima sekilde bir uyelik bulunmamaktadir gereginin yapilmasini istiyorum surekli geliyor mesaj engellenmiyor,passolig,olumsuz,cagri merkezi yetkinlik,2,0,1,0,0,1,0,0,1,16,arka arkaya sms sifresi geldi passolig uyeligim olmadigi konuyla ulasabilecegim numara bulunmamakta adima sekilde uyelik bulunmamaktadir gereginin yapilmasini istiyorum surekli geliyor mesaj engellenmiyor
besiktas kombinem var maca gidemedigim icin devretmek istiyorum hesaba giris yaptim devredecegim kisinin kimlik numarasini girdim uyariyi veriyor devredecegim kisi passolig ini yeni yeniledi lutfen kisa zamanda bir cozum bulunuz,passolig,olumsuz,transfer,2,1,0,0,0,1,0,0,1,11,besiktas kombinem maca gidemedigim icin devretmek istiyorum hesaba giris yaptim devredecegim kisinin kimlik numarasini girdim uyariyi veriyor devredecegim kisi passolig ini yeni yeniledi lutfen kisa zamanda cozum bulunuz
aktif bank tan gecen yil passolig icin aldigim sonu olan kartimin gecerlilik tarihi olmasina ragmen yil kombine kart alamadim musteri hizmetleri kartin imha oldugunu soyluyor yeni kart cikartmami istiyorlar elimde kart varken yeni kart cikartip kart ucreti odetmeleriyle ilgili sika,passolig,olumsuz,genel,2,0,1,0,0,1,0,0,1,16,aktif bank gecen passolig icin aldigim sonu kartimin gecerlilik tarihi olmasina ragmen kombine kart alamadim musteri hizmetleri kartin imha oldugunu soyluyor yeni kart cikartmami istiyorlar elimde kart varken yeni kart cikartip kart ucreti odetmeleriyle sika
yarinki goztepe fenerbahce macina goztepe taraftari olarak bilet alamiyorum galatasaray goztepe passolig kartina sahibim koltuk secimine geldigimde koltuk secimine izin vermiyor mac izlemek kadar zor olmamali bir spor sever olarak durumu cok uzucu buluyorum,passolig kart; passolig,olumsuz,genel,0,1,0,0,0,1,1,0,0,41,yarinki goztepe fenerbahce macina goztepe taraftari bilet alamiyorum galatasaray goztepe passolig kartina sahibim koltuk secimine geldigimde koltuk secimine izin vermiyor mac izlemek zor olmamali spor sever durumu cok uzucu buluyorum
passolig basvurusunda fotografim kabul edilmiyor sadece yuklenme simgesi cikip duruyor saatlerdir ugrasiyorum hã¢lã¢ bir cozumu olmadi aksam maca gitmem gerekiyor bunun cozumu olmazsa gidemeyecegim buyuk bir sorun rica ediyorum cozum saglayin,passolig,olumsuz,uyelik,2,0,0,0,1,1,0,0,1,23,passolig basvurusunda fotografim kabul edilmiyor yuklenme simgesi cikip duruyor saatlerdir ugrasiyorum hã lã cozumu olmadi aksam maca gitmem gerekiyor cozumu olmazsa gidemeyecegim buyuk sorun rica ediyorum cozum saglayin
passolig kartima fotograf yukledigim zaman hata veriyor bir suru fotograf denedim olmuyor maclara gidemiyorum parayi yatirdim sonuc yok ortada yardimci olursaniz sevinirim,passolig kart,olumsuz,uyelik,2,0,0,0,1,1,1,0,1,60,passolig kartima fotograf yukledigim zaman hata veriyor suru fotograf denedim olmuyor maclara gidemiyorum parayi yatirdim sonuc yok ortada yardimci olursaniz sevinirim
passolig yeni takim icin basvuru yaptim ucreti aldi ardindan onaylanmadi musteri hizmetlerine baglanamadim hicbir sekilde yardimci olursaniz sevinirim tesekkurler iyi gunler,passolig,olumsuz,genel,2,0,1,0,0,1,0,0,1,16,passolig yeni takim icin basvuru yaptim ucreti aldi ardindan onaylanmadi musteri hizmetlerine baglanamadim hicbir sekilde yardimci olursaniz sevinirim tesekkurler gunler
ben bundan belirli bir sure once passolig karti almistim aradan biraz zaman gectikten sonra sehir degistirmek durumunda kaldim adres degisikligi icin siteye girdigimde hicbir sekilde degisiklik olmadi olmamasina karsin gecen sureye ragmen kartim eski adrese bile gelmemis durumda kart su an,passolig kart,olumsuz,diger,1,0,0,0,0,1,1,1,1,63,belirli sure once passolig karti almistim aradan zaman gectikten sehir degistirmek durumunda kaldim adres degisikligi icin siteye girdigimde hicbir sekilde degisiklik olmadi olmamasina karsin gecen sureye ragmen kartim eski adrese gelmemis durumda kart su an
passolig kart basvurusu yapmak istiyorum hata veriyor passolig internet sitesinden basvuruda bulundum seyi eksiksiz yaziyorum son asamada is yeri telefon numarasini giriyorum is yeri telefon numarasini kontrol ediniz bir hata veriyor ayni hatayi ev telefonu icin veriyor,passolig kart; passolig,olumsuz,uyelik,2,0,0,0,1,1,1,0,1,60,passolig kart basvurusu istiyorum hata veriyor passolig internet sitesinden basvuruda bulundum seyi eksiksiz yaziyorum son asamada is yeri telefon numarasini giriyorum is yeri telefon numarasini kontrol ediniz hata veriyor ayni hatayi ev telefonu icin veriyor
neredeyse sene oldu hala passolig im elime ulasmadi benimle birlikte siparis veren arkadasimin eline ulasmadi surekli evde yoksunuz mesaji geliyor hikmetse gun evde oluyorum zile bile basilmiyor sonra evde yoktunuz deniyor yazik gunah para veriyoruz sonucta,passolig,olumsuz,diger,1,0,0,0,0,1,0,1,1,27,sene passolig elime ulasmadi benimle siparis veren arkadasimin eline ulasmadi surekli evde yoksunuz mesaji geliyor hikmetse gun evde oluyorum zile basilmiyor evde yoktunuz deniyor yazik gunah para veriyoruz sonucta
passolig karti almak istiyorum ancak cep telefonu numaramla ilgili yasadigim sorun nedeniyle uyelik islemlerimi tamamlayamiyorum sistemin verdigi uyari hata girmis oldugunuz cep telefonu sistemde kayitli cep telefonunuzdan farklidir lutfen kontrol edip yeniden deneyiniz konuyla ilgili bilg,passolig kart,olumsuz,uyelik,2,0,0,0,1,1,1,0,1,60,passolig karti almak istiyorum cep telefonu numaramla yasadigim sorun uyelik islemlerimi tamamlayamiyorum sistemin verdigi uyari hata girmis oldugunuz cep telefonu sistemde kayitli cep telefonunuzdan farklidir lutfen kontrol edip deneyiniz konuyla bilg
passolig uygulamasinda agustos goztepe fenerbahce karsilasmasi icin bati tribununde bilet olmasina ragmen koltuk secemiyorum baska sehirden maci izlemek icin geldim lutfen magduriyetimizi kisa zamanda giderilmesini talep ediyoruz tesekkurler,passolig,olumsuz,genel,2,1,0,0,1,1,0,0,1,38,passolig uygulamasinda agustos goztepe fenerbahce karsilasmasi icin bati tribununde bilet olmasina ragmen koltuk secemiyorum baska sehirden maci izlemek icin geldim lutfen magduriyetimizi kisa zamanda giderilmesini talep ediyoruz tesekkurler
passolig karta tarihinde ayri hesaptan basvuru yaptim fakat bilet kalmadigi icin basvuruyu artik iptal ettirmek istiyorum cunku kart hicbir sekilde isime yaramayacak kart basvurusunu iptal ettirmem gerek yardimci olmanizi talep ediyorum,passolig kart,olumsuz,iptal,1,0,0,0,0,1,1,0,1,26,passolig karta tarihinde ayri hesaptan basvuru yaptim bilet kalmadigi icin basvuruyu artik iptal ettirmek istiyorum cunku kart hicbir sekilde isime yaramayacak kart basvurusunu iptal ettirmem yardimci olmanizi talep ediyorum
merhaba passolig uygulamasinda kombine transferi icin tanimlama yapma suresi gecmis toplam bes kisi tanimlayabiliyoruz zaten uc kisi tanimladim diger iki kisiyi suresi gectigi icin tanimlayamiyorum konuda yardim desteginizi rica ederim tesekkurler,passolig kart,olumsuz,transfer,2,0,0,0,1,1,1,0,1,60,merhaba passolig uygulamasinda kombine transferi icin tanimlama yapma suresi gecmis toplam bes kisi tanimlayabiliyoruz uc kisi tanimladim diger kisiyi suresi gectigi icin tanimlayamiyorum konuda yardim desteginizi rica ederim tesekkurler
yarinki goztepe fenerbahce macina goztepe taraftar bileti alamadim goztepe fenerbahce passolig ine sahip oldugum icin mi oyleyse alaka iki takimin taraftariyim sistemde bilet bulmama ragmen satin alamadim magduriyetimi gidermenizi istiyorum,passolig,olumsuz,diger,1,1,0,0,0,1,1,1,1,83,yarinki goztepe fenerbahce macina goztepe taraftar bileti alamadim goztepe fenerbahce passolig ine sahip oldugum icin oyleyse alaka takimin taraftariyim sistemde bilet bulmama ragmen satin alamadim magduriyetimi gidermenizi istiyorum
passolig den adet kart cikaracagim ancak ayri ayri kurye ucreti kesiliyor ayni adrese farkli kurye parasi cikar mi cozum istiyorum elden alma imkani yok bir karta uc bedel ekleniyor son cikan bedel neyin nesidir bir koyundan pos cikar mi,passolig,olumsuz,diger,1,0,0,0,0,1,0,1,1,27,passolig kart cikaracagim ayri ayri kurye ucreti kesiliyor ayni adrese farkli kurye parasi cikar cozum istiyorum elden alma imkani yok karta uc bedel ekleniyor son cikan bedel neyin nesidir koyundan pos cikar
passolig karti almak istiyorum ancak cep telefonu numaramla ilgili yasadigim sorun nedeniyle uyelik islemlerimi tamamlayamiyorum sistemin verdigi uyari hata girmis oldugunuz cep telefonu sistemde kayitli cep telefonunuzdan farklidir lutfen kontrol edip yeniden deneyiniz konuyla ilgili bilg,passolig kart,olumsuz,uyelik,2,0,0,0,1,1,1,0,1,60,passolig karti almak istiyorum cep telefonu numaramla yasadigim sorun uyelik islemlerimi tamamlayamiyorum sistemin verdigi uyari hata girmis oldugunuz cep telefonu sistemde kayitli cep telefonunuzdan farklidir lutfen kontrol edip deneyiniz konuyla bilg
merhaba passolig fotografimin uygun olmadigini degistirmem gerektigine dair sms yoluyla bilgilendirmesi yapti ancak uygulamada fotograf degistirebilmek icin yardimci olacak hicbir sekme yok hicbir sekilde guncelleyemiyorum lutfen yardimci olur musunuz,passolig,olumsuz,uygulama,2,0,0,0,1,1,0,0,1,23,merhaba passolig fotografimin uygun olmadigini degistirmem gerektigine sms bilgilendirmesi yapti uygulamada fotograf degistirebilmek icin yardimci olacak hicbir sekme yok hicbir sekilde guncelleyemiyorum lutfen yardimci musunuz
arasinda passolig aradim iki cekim yapildigi icin oncelikle bir hanimefendiye baglandim beni sesli yanit sistemine aktardi no istedi sonrasinda saygisizlik yapan sahsa baglandim oncelikle sesimi aliyordu hikmetse amedspor passolig karti dedigim an,passolig kart; passolig,olumsuz,cagri merkezi yetkinlik,2,0,1,0,0,1,1,0,1,51,arasinda passolig aradim cekim yapildigi icin oncelikle hanimefendiye baglandim sesli yanit sistemine aktardi no istedi sonrasinda saygisizlik yapan sahsa baglandim oncelikle sesimi aliyordu hikmetse amedspor passolig karti dedigim an
passolig kayitli olan telefon numarami degistirmem gerekiyor ancak boyle bir secenek bulamiyorum yurt disi numarasi gerekiyor nasil yapacagim yardimci olabilir misiniz su anki numaraya sms gelmiyor mac bileti icin acil giris yapmam gerekiyor konuda yardiminizi rica ediyorum,passolig,olumsuz,uyelik,1,0,1,0,1,1,0,0,1,48,passolig kayitli telefon numarami degistirmem gerekiyor boyle secenek bulamiyorum yurt disi numarasi gerekiyor nasil yapacagim yardimci olabilir misiniz su anki numaraya sms gelmiyor mac bileti icin acil giris yapmam gerekiyor konuda yardiminizi rica ediyorum
passolig basvurusundan sonra passo kartimin tarafima kargo teslimati saglanmadi ilk teslimat durumunda adreste olmadiginizdan geri gonderilmistir uyarisi geldi adresime gelen kimse yoktur ikinci durumda kartiniz dagitima cikarildi yaziyor ancak henuz teslimat saglanmis durumda degildi,passolig; passo,olumsuz,diger,1,0,0,0,0,1,1,1,1,63,passolig basvurusundan passo kartimin tarafima kargo teslimati saglanmadi teslimat durumunda adreste olmadiginizdan geri gonderilmistir uyarisi geldi adresime gelen yoktur ikinci durumda kartiniz dagitima cikarildi yaziyor henuz teslimat saglanmis durumda degildi
merhabalar ben passolig karti basvurusu yapacaktim tane hesap uzerinden deniyorum uyelik acip kapatiyorum kart basvurusu yaparken surekli cep telefon numarasi sistemdekiyle ayni degildir uyarisi aliyorum bunun duzeltilmesini istiyorum lutfen hangi hesaptan yaparsam yapayim ayni sonucla,passolig kart,olumsuz,uyelik,2,0,0,0,1,1,1,0,1,60,merhabalar passolig karti basvurusu yapacaktim tane hesap uzerinden deniyorum uyelik acip kapatiyorum kart basvurusu yaparken surekli cep telefon numarasi sistemdekiyle ayni degildir uyarisi aliyorum duzeltilmesini istiyorum lutfen hesaptan yaparsam yapayim ayni sonucla
passolig kartim gun oldu elime ulasmadi kargo takip girdigimde sms gelmiyor zaman insanlari magdur ediyorsunuz tam bir ay oldu ortada kart yok zaman gelecegi belli bile degil musteri hizmetlerini ariyorum cevap vermiyor basvuru yaptigimda ucreti alip takip numarasi verdi,passolig kart,olumsuz,diger,1,0,0,0,0,1,1,1,1,63,passolig kartim gun elime ulasmadi kargo takip girdigimde sms gelmiyor zaman insanlari magdur ediyorsunuz ortada kart yok zaman gelecegi belli degil musteri hizmetlerini ariyorum cevap vermiyor basvuru yaptigimda ucreti alip takip numarasi verdi
passolig kartimin bilet suresini yilina kadar uzattim ancak tarihinden itibaren bilet alamiyorum ayrica yere sikayet talep birakmama ragmen sorunumu cozemediler kendime muhatap bulamiyorum cimer aktif bank varsa yazdim hala bana donus yok,passolig kart,olumsuz,genel,2,1,0,0,1,1,1,0,1,80,passolig kartimin bilet suresini yilina uzattim tarihinden bilet alamiyorum ayrica yere sikayet talep birakmama ragmen sorunumu cozemediler kendime muhatap bulamiyorum cimer aktif bank varsa yazdim donus yok
passolig bilet suremi uzatmak icin kredi kartimdan tl cekildi fakat bilet suremi yenilemediler musteri hizmetlerini aradigimda yapacak bir sey olmadigini soyluyorlar sezon basladi kombine alacagim fakat bilet surem bittigi icin alamiyorum acil cozum icin yardimci olur musunuz,passolig,olumsuz,genel,2,1,0,0,1,1,0,0,1,38,passolig bilet suremi uzatmak icin kredi kartimdan cekildi bilet suremi yenilemediler musteri hizmetlerini aradigimda sey olmadigini soyluyorlar sezon basladi kombine alacagim bilet surem bittigi icin alamiyorum acil cozum icin yardimci musunuz
passolig kartimla ilgili hesap bakiye aktarimi ilgili sikayetmi tarihinde aktif bank musteri temsilcisine bildirdim numarali talebimin alindigini incelem sonunda bilgi verilecekti defalarca arama ragmen bir cozum bulunamadi gun gecmesine ragmende bir cozum yok,passolig kart,olumsuz,odeme,2,0,1,1,0,1,1,0,1,87,passolig kartimla hesap bakiye aktarimi sikayetmi tarihinde aktif bank musteri temsilcisine bildirdim numarali talebimin alindigini incelem bilgi verilecekti defalarca arama ragmen cozum bulunamadi gun gecmesine ragmende cozum yok
transfer olarak aldigim biletim passo sistemde gozukmuyor mesaj olarak geldi biletlerim kismi bos sekilde maca girebilir miyim bilmiyorum problemin cozulmesini bekliyorum musteri hizmetleri sorunu cozemedi mac aksama pasom gozukmuyor mesajla giris oluyor stada referans numara,passo,olumsuz,uygulama,2,0,0,0,1,0,0,0,1,4,transfer aldigim biletim passo sistemde gozukmuyor mesaj geldi biletlerim kismi bos sekilde maca girebilir miyim bilmiyorum problemin cozulmesini bekliyorum musteri hizmetleri sorunu cozemedi mac aksama pasom gozukmuyor mesajla giris stada referans numara
passo uygulamasina girdigimde kart bagla tikladigimda kimlik numarami telefon numarami yazdigimda mail adresine bagli bir passolig hesabiniz mevcuttur hatasi aliyorum musteri hizmetlerini aradim sorunum cozulmedi sorunun yakin zamanda cozulmesini talep ediyorum,passo; passolig,olumsuz,uyelik,2,0,1,0,1,1,0,0,1,48,passo uygulamasina girdigimde kart bagla tikladigimda kimlik numarami telefon numarami yazdigimda mail adresine bagli passolig hesabiniz mevcuttur hatasi aliyorum musteri hizmetlerini aradim sorunum cozulmedi sorunun yakin zamanda cozulmesini talep ediyorum
